building_id;name_de;name_en;name_de_status;era;category;dlc;is_buildable;is_module;blueprint_cost_usd;construction_cost_usd;power_mw;power_note;jobs;education;job_quality;service_quality;visitors_capacity;households;housing_quality;minimum_wealth;road_required;size;beauty;unlock_building;special_notes;data_status;source_url;source_line_range
super_villa;Supervilla;Super Villa;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Tourismus;Spitter;Ja;Nein;2000;4000;-15;;;;;;1 Zimmer / Haushalt;;90;Sehr reich;Ja;5x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L336-L362
shopping_mall;Einkaufszentrum;Shopping Mall;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Öffentliche Dienste;Grundspiel;Ja;Nein;3625;7250;-60;;8;Ungebildet;55;50 (Nahrung);40;;;Wohlhabend;Ja;4x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
waste_treatment_facility;Müllaufbereitungsanlage;Waste Treatment Facility;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Öffentliche Dienste;Grundspiel;Ja;Nein;4000;8000;;;4;Oberschule;40;;;;;;Ja;4x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
rehab_center;Rehabilitationszentrum;Rehab Center;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Öffentliche Dienste;Spitter;Ja;Nein;4250;8500;-10;;5;Hochschule;70;"90 (Gesundheit; Touristen: Spaß)";25;;;Reich;Ja;3x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
beauty_farm;Schönheitsfarm;Beauty Farm;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Öffentliche Dienste;Spitter;Ja;Nein;4500;9000;-15;;5;Oberschule;70;"85 (Glaube; Touristen: Spaß)";25;;;Reich;Ja;3x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
drone_to_home_delivery;Drohnen-Hauslieferung;Drone to Home Delivery;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Öffentliche Dienste;Caribbean Skies;Ja;Nein;6000;12000;-30;;6;Ungebildet;50;40 (Nahrung);;;;;Ja;3x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
colossal_hospital;Kolossales Krankenhaus;Colossal Hospital;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Öffentliche Dienste;Going Viral;Ja;Nein;2000;10000;-50;;8;Hochschule;60;85 (Gesundheit);56;;;Wohlhabend;Ja;6x5;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
dolphin_therapy;Delfintherapie;Dolphin Therapy;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Öffentliche Dienste;Tropican Shores;Ja;Nein;5000;10000;-28;;6;Oberschule;75;85 (Gesundheit);18;;;Wohlhabend;Nein;9x5, Küste;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
marine_clean_up_station;Meeresreinigungsstation;Marine Clean-up Station;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Öffentliche Dienste;Tropican Shores;Ja;Nein;5000;10000;;;6;Oberschule;40;;;;;;Nein;5x4, Wasser;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L365-L394
overwatchtower;Überwachungsturm;Overwatchtower;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Überfälle und Militär;Grundspiel;Ja;Nein;800;900;;;5;Ungebildet;60;;;;;;Nein;1x1;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L396-L417
defense_hq;Verteidigungshauptquartier;Defense HQ;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Überfälle und Militär;Grundspiel;Ja;Nein;10000;20000;;;5;Hochschule;75;;;;;;Nein;6x6;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L396-L417
drone_command;Drohnenkommando;Drone Command;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Überfälle und Militär;Grundspiel;Ja;Nein;6000;12000;-50;;4;Oberschule;75;;;;;;Nein;6x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L396-L417
cyber_operations_center;Cyberoperationszentrum;Cyber Operations Center;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Überfälle und Militär;Grundspiel;Ja;Nein;9000;18000;-150;;4;Hochschule;80;;;;;;Ja;4x4;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L396-L417
police_blimp;Polizeizeppelin;Police Blimp;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Regierung und Finanzen;Grundspiel;Ja;Nein;7000;14000;;;4;Oberschule;70;;;;;;Nein;4x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
tropocoin_farm;Tropocoin-Farm;Tropocoin Farm;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Regierung und Finanzen;Grundspiel;Ja;Nein;10000;20000;;;4;Hochschule;55;;;;;;Nein;4x3;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
office;Bürogebäude;Office;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Regierung und Finanzen;Grundspiel;Ja;Nein;4500;9000;-15;;5;Hochschule;70;;;;;;Nein;3x2;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
off_shore_office;Offshore-Büro;Off-shore Office;"aus deutscher Benennungsliste; nicht vollständig gegen aktuelle Spiel-Lokalisierungsdateien geprüft";Moderne Zeit;Regierung und Finanzen;Grundspiel;Ja;Nein;6000;12000;;;;;;;;;;;Nein;5x3, Wasser;;;;verified_wiki_table;https://tropico.fandom.com/wiki/Buildings_(Tropico_6);L419-L437
